0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.100156440734863281e+02 -6.413135681152343750e+02 4.943819393157958984e+03 1.811575942897796631e+04 3.360608736324310303e+04 4.987083861732482910e+04 6.322261739921569824e+04 6.912534998035430908e+04 6.944425985717773438e+04 6.944455016899108887e+04 6.944426806831359863e+04 6.944568408966064453e+04 6.944798241615295410e+04 6.945305333328247070e+04 6.945707727432250977e+04 6.945792834472656250e+04 6.947964996623992920e+04 6.541812477970123291e+04 5.343994511795043945e+04 3.696353847503662109e+04 2.137194756698608398e+04 6.963728941917419434e+03 -3.409921569824218750e+02 -7.081411266326904297e+02 -6.274414062500000000e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.974784183502197266e+02 -2.548200180053710938e+03 -8.558788569927215576e+03 -2.168045103502273560e+04 -3.776888945817947388e+04 -4.994296690320968628e+04 -5.744568777132034302e+04 -5.897844429254531860e+04 -5.423496980047225952e+04 -4.991135053443908691e+04 -4.911240584182739258e+04 -4.911311955547332764e+04 -4.911669988632202148e+04 -4.911749194145202637e+04 -4.949780530929565430e+04 -5.299426751756668091e+04 -5.829400847482681274e+04 -5.854687539911270142e+04 -5.222022500753402710e+04 -4.128708462715148926e+04 -2.578846179676055908e+04 -1.120490154838562012e+04 -3.697235109329223633e+03 -1.090756794929504395e+03 -4.029802799224853516e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.759113493919372559e+03 1.681280691432952881e+04 3.596284171438217163e+04 4.692711680984497070e+04 5.268779259490966797e+04 5.315237859916687012e+04 4.614993740940093994e+04 4.094326795816421509e+04 4.502253452157974243e+04 4.926726763343811035e+04 5.016860478878021240e+04 5.017002025508880615e+04 5.017485136413574219e+04 5.017078830242156982e+04 4.967797610569000244e+04 4.605283885478973389e+04 4.103263886213302612e+04 4.379110928487777710e+04 5.270836735677719116e+04 5.559742103624343872e+04 5.092797677040100098e+04 4.236508582401275635e+04 2.348274844932556152e+04 5.995807580947875977e+03 9.420390987396240234e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.024196491241455078e+02 -2.492721048355102539e+03 -2.410352011203765869e+03 1.354690214586257935e+04 3.766977488994598389e+04 5.430403955316543579e+04 6.602949674940109253e+04 6.780611946296691895e+04 5.379935507988929749e+04 4.116992049217224121e+04 3.890073659801483154e+04 3.890142282772064209e+04 3.890274033927917480e+04 3.890321860790252686e+04 3.997051640605926514e+04 5.021279456329345703e+04 6.594139063549041748e+04 6.849709339332580566e+04 5.753162430620193481e+04 4.229411194229125977e+04 1.900737965726852417e+04 -9.778783774375915527e+02 -3.670941071510314941e+03 -1.998628034591674805e+02 1.811762714385986328e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.020450659751892090e+03 -2.385592431545257568e+04 -5.513944497346878052e+04 -7.698065662240982056e+04 -9.336086472988128662e+04 -1.075618183636665344e+05 -1.134081369385719299e+05 -1.181899688229560852e+05 -1.343041412289142609e+05 -1.478237293415069580e+05 -1.504322903318405151e+05 -1.504343492870330811e+05 -1.504402748718261719e+05 -1.504390435504913330e+05 -1.490810632328987122e+05 -1.378576637272834778e+05 -1.208232171254158020e+05 -1.125801035580635071e+05 -1.100598876323699951e+05 -9.889093009281158447e+04 -8.345281172800064087e+04 -6.464895249652862549e+04 -3.347952901935577393e+04 -8.502662546157836914e+03 -1.326862678527832031e+02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.932783536911010742e+02 6.514332844734191895e+03 1.386459522390365601e+04 6.636713285923004150e+03 -7.913121116161346436e+03 -1.412452013349533081e+04 -1.734188791561126709e+04 -1.346476214528083801e+04 5.276570897817611694e+03 2.114400195384025574e+04 2.388495488452911377e+04 2.388628052806854248e+04 2.388794744873046875e+04 2.388900264358520508e+04 2.263026555967330933e+04 9.866379090785980225e+03 -1.045376251268386841e+04 -1.876245356893539429e+04 -1.534168213748931885e+04 -1.046456893014907837e+04 3.297180032253265381e+03 1.447236433792114258e+04 9.440615588188171387e+03 1.716854979515075684e+03 1.762746906280517578e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.905078269958496094e+03 1.007881516265869141e+04 2.051548956584930420e+04 2.180102372407913208e+04 2.011993075323104858e+04 2.070104169416427612e+04 2.191541489839553833e+04 2.686261485719680786e+04 4.019235133218765259e+04 5.074982913422584534e+04 5.265158205604553223e+04 5.265297826290130615e+04 5.265374708557128906e+04 5.265307664012908936e+04 5.162647304487228394e+04 4.284771324157714844e+04 2.906375346469879150e+04 2.111814578771591187e+04 2.051022776889801025e+04 2.032617171573638916e+04 2.210728779697418213e+04 2.292025140428543091e+04 1.383796872425079346e+04 3.967207839965820312e+03 5.004314327239990234e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.964352712631225586e+02 -4.423058137893676758e+02 2.425199735164642334e+03 1.388231660175323486e+04 2.779770003318786621e+04 3.671798942661285400e+04 4.060312620162963867e+04 3.804410676717758179e+04 2.857905620574951172e+04 2.113926822924613953e+04 1.992620958709716797e+04 1.993212728214263916e+04 1.993426449012756348e+04 1.993590364360809326e+04 2.047341736459732056e+04 2.638655859804153442e+04 3.627677444505691528e+04 4.136494736289978027e+04 3.853251642656326294e+04 3.104929717016220093e+04 1.771379547548294067e+04 4.572089837074279785e+03 -3.238590478897094727e+02 -3.858353881835937500e+02 4.552931785583496094e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.337254600524902344e+02 -2.394384193420410156e+03 -6.310141038417816162e+03 -1.001147883415222168e+04 -1.335007184314727783e+04 -1.653289979076385498e+04 -1.826080572366714478e+04 -1.904615055346488953e+04 -2.051839675521850586e+04 -2.167583524250984192e+04 -2.183817242050170898e+04 -2.183433332061767578e+04 -2.183630599403381348e+04 -2.183787472534179688e+04 -2.161967524576187134e+04 -2.029780959415435791e+04 -1.847190825986862183e+04 -1.750840614271163940e+04 -1.637744899463653564e+04 -1.390677744960784912e+04 -1.097911372232437134e+04 -7.619168394565582275e+03 -3.499972471237182617e+03 -7.522117481231689453e+02 -1.149804115295410156e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.019713401794433594e+00 4.811336092948913574e+02 1.757126172065734863e+03 2.834334350585937500e+03 3.032797139167785645e+03 2.912008761644363403e+03 1.939180982589721680e+03 6.451531829833984375e+02 1.848234939575195312e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.084276857376098633e+02 1.605561312675476074e+03 2.704208363533020020e+03 2.961188593387603760e+03 2.871302227020263672e+03 1.991333257675170898e+03 7.221409444808959961e+02 5.396854734420776367e+01 -4.776477813720703125e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
